customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,unlimited_data,churn
1412,17,24.856665305929596,962.440643858882,Month-to-month,Credit card,No,Female,0,Yes,Yes,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,0
1413,53,80.37267175351309,5268.456474406643,Two year,Electronic check,Yes,Female,0,Yes,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,No,0
1414,8,100.04108624936782,4895.3000077275365,Month-to-month,Credit card,Yes,Male,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,No internet service,1
1415,27,78.49917487019187,3834.9355006101136,One year,Electronic check,Yes,Male,0,Yes,No,No,No,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,No,0
1416,46,119.70218045616971,2298.05351904672,One year,Mailed check,Yes,Female,1,No,No,Yes,No phone service,No,No,No,No,No,No internet service,No,No internet service,0
1417,50,65.58665001804331,3291.2563499449325,Two year,Credit card,Yes,Female,0,Yes,No,No,Yes,DSL,No internet service,Yes,Yes,Yes,No,No,No,0
1418,71,94.88274636039874,6470.491273642271,One year,Electronic check,Yes,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,No internet service,0
1419,3,86.72132917419074,6116.251442814209,Two year,Electronic check,No,Female,1,No,No,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Yes,1
1420,64,119.14316915580879,5936.592009772978,Two year,Mailed check,No,Male,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,No internet service,0
1421,44,91.32190050771051,6023.606316452357,Month-to-month,Credit card,Yes,Female,0,Yes,Yes,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,No internet service,0
1422,53,36.40307314593894,1236.702357407179,One year,Bank transfer,Yes,Male,0,No,Yes,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Yes,0
1423,24,115.55177064172409,882.86195786321,One year,Credit card,No,Male,1,No,Yes,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,No internet service,0
1424,60,86.77772264457613,6905.839120546775,Two year,Electronic check,No,Female,1,No,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Yes,0
1425,3,25.933823080638987,6713.679105721107,Two year,Electronic check,No,Male,0,Yes,Yes,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Yes,0
1426,20,85.75683057846125,5482.414601966271,Two year,Mailed check,No,Female,0,No,Yes,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,No internet service,0
1427,46,108.3119406674775,4886.6553879927515,Two year,Mailed check,Yes,Female,1,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,0
1428,15,77.7041861990025,2998.2864812108687,Month-to-month,Bank transfer,Yes,Female,1,No,Yes,No,No phone service,No,Yes,No,Yes,Yes,Yes,No,No internet service,0
1429,25,55.40196380320112,1870.2524734662256,One year,Bank transfer,No,Female,1,No,No,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
1430,71,102.09096340706161,5374.485858065707,Month-to-month,Electronic check,Yes,Female,0,Yes,No,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Yes,1
1431,17,98.25120082058294,7312.973640851567,One year,Bank transfer,Yes,Male,0,No,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No,Yes,0
1432,9,74.41821542313008,3552.2729483313847,Month-to-month,Bank transfer,No,Female,0,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No internet service,1
1433,38,35.43617698959004,2495.378514760938,Two year,Bank transfer,No,Female,1,No,No,No,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Yes,0
1434,48,45.09864855231814,2238.86032656698,Month-to-month,Credit card,No,Female,0,Yes,Yes,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,No internet service,Yes,0
1435,60,93.84839721861057,287.27141890801414,Month-to-month,Credit card,No,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,No internet service,1
1436,63,100.60821653949274,4210.502105333117,Two year,Electronic check,Yes,Male,1,No,No,No,No,DSL,No,Yes,No internet service,Yes,No,No internet service,No,0
1437,2,47.92652780409898,7907.0646358531685,Two year,Credit card,No,Male,0,Yes,Yes,No,Yes,DSL,No internet service,Yes,Yes,No,No,No,No internet service,0
1438,72,56.798507718678664,6540.3779575006465,One year,Bank transfer,No,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,No internet service,No internet service,0
1439,11,27.763188524979512,7190.050273505541,One year,Bank transfer,Yes,Female,1,Yes,Yes,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,No,0
1440,64,91.34619483664999,5007.196360576498,Month-to-month,Bank transfer,No,Female,1,Yes,No,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,No internet service,0
1441,72,20.357754460003136,3903.4266428137316,Month-to-month,Credit card,No,Male,1,No,No,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Yes,0
1442,21,24.654152121906808,7924.610358489636,Month-to-month,Mailed check,Yes,Male,0,No,Yes,Yes,No,DSL,No,No internet service,No,No,No,No,No,0
1443,18,20.43440677840899,3632.5806740468906,Two year,Bank transfer,No,Male,0,No,No,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,No internet service,0
1444,64,84.53195833376168,7342.961548136229,One year,Bank transfer,No,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Yes,0
1445,38,61.738712770054654,6118.573989391506,Month-to-month,Mailed check,Yes,Female,0,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,0
1446,32,49.754676134333025,2714.729559380616,One year,Mailed check,No,Male,1,Yes,Yes,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Yes,0
1447,11,111.27010103571104,4074.1912476985817,One year,Electronic check,No,Female,0,No,Yes,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Yes,0
1448,45,39.28027946766066,3136.2008519332403,Two year,Electronic check,Yes,Female,1,Yes,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No,No,No,0
1449,33,58.936801038140054,1176.163865911123,Two year,Credit card,Yes,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Yes,0
1450,41,114.03118009277517,2918.4559943413246,Month-to-month,Mailed check,No,Female,1,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,1
1451,8,62.71065628370424,7122.885785812747,Month-to-month,Electronic check,No,Female,1,No,No,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,No,1
1452,11,75.46936856470577,6045.821914257637,Month-to-month,Bank transfer,No,Male,0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,1
1453,51,28.03368665694876,2292.89048698313,Month-to-month,Electronic check,No,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Yes,0
1454,41,99.01663868934622,3006.5151734705532,Month-to-month,Bank transfer,Yes,Male,1,Yes,No,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No internet service,No internet service,1
1455,17,62.27587770882381,4969.827991751522,One year,Bank transfer,Yes,Male,1,No,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,0
1456,46,100.05151245984834,3387.5045385670505,One year,Bank transfer,Yes,Male,0,Yes,Yes,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,No,0
1457,32,45.37976425559921,4074.048519280047,Two year,Credit card,No,Female,1,No,Yes,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,0
1458,54,62.247875056141005,5615.5304476582605,Two year,Mailed check,Yes,Female,0,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Yes,No,No internet service,0
1459,20,98.65489363650103,3791.2817003377636,One year,Credit card,No,Male,0,Yes,Yes,No,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Yes,0
1460,33,117.38777670436397,1608.6613383708468,Two year,Electronic check,No,Male,0,Yes,Yes,No,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,No internet service,0
1461,40,25.96255243872689,4212.534104787152,Two year,Electronic check,Yes,Female,0,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,0
1462,32,101.24561774189043,2913.33401871503,Month-to-month,Mailed check,Yes,Female,1,No,No,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,No,1
1463,2,50.06890676271102,2396.8004048231187,Two year,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,No,0
1464,33,75.07432808910721,2692.057632741501,Two year,Electronic check,No,Female,1,Yes,No,No,No,No,No,No,No,No internet service,Yes,No internet service,No internet service,0
1465,30,49.00922649507479,3568.117518171045,Two year,Mailed check,Yes,Female,1,No,Yes,Yes,No phone service,No,No,No,No internet service,Yes,No,No,Yes,0
1466,33,81.34454725679902,7104.243828685807,One year,Mailed check,No,Female,1,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
1467,26,55.38028306439755,5899.051124208581,One year,Bank transfer,Yes,Female,1,Yes,No,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,No,0
1468,22,53.36148909776815,5376.267314160759,Month-to-month,Credit card,No,Female,0,Yes,No,No,No phone service,No,No,No,No,No,No,No internet service,No internet service,0
1469,66,23.793831293593552,3822.955665965694,Two year,Credit card,Yes,Male,0,Yes,Yes,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,No internet service,0
1470,38,34.69604059038115,114.4565824824991,One year,Credit card,No,Male,1,Yes,Yes,No,Yes,No,No,Yes,No internet service,Yes,No,No,Yes,0
1471,46,111.70781988654788,2790.3506203688216,Month-to-month,Bank transfer,No,Male,0,No,No,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Yes,0
1472,15,119.82774288732463,6524.2171158378405,Two year,Bank transfer,Yes,Male,0,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No,No internet service,0
1473,44,98.05205758696064,3166.5501851901436,Month-to-month,Mailed check,No,Male,1,Yes,Yes,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,1
1474,49,48.68126247734868,4554.17108803436,Month-to-month,Mailed check,Yes,Male,0,No,No,No,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,0
1475,61,60.244513844359254,1717.444549142065,Two year,Bank transfer,No,Female,0,Yes,No,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,No,0
1476,67,93.95034549060827,7335.276160581748,One year,Bank transfer,Yes,Female,0,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,0
1477,6,116.85135568831981,7393.046442322826,Two year,Electronic check,Yes,Male,0,No,No,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,No internet service,1
1478,9,65.54711707293676,1253.956033270995,Two year,Bank transfer,No,Female,0,No,No,No,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,No internet service,0
1479,6,102.95224152883746,5820.855698730024,Two year,Bank transfer,Yes,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Yes,1
1480,32,117.50689225987169,694.3842112401126,One year,Credit card,No,Male,1,No,No,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Yes,0
1481,41,107.34731710560042,4828.526182042773,Two year,Electronic check,No,Male,0,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,No internet service,0
1482,8,42.714974677132695,1511.3638415253713,One year,Credit card,Yes,Female,1,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No internet service,0
1483,72,20.80318638756229,1251.0714946647104,Month-to-month,Credit card,Yes,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,No,0
1484,50,69.20817053884151,132.54655740209193,One year,Electronic check,No,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,No,0
1485,62,73.13608316952669,7532.771381252486,Month-to-month,Electronic check,No,Female,1,Yes,No,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,No,0
1486,62,40.12503645511696,6651.094683011617,Month-to-month,Electronic check,No,Male,0,Yes,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No,No internet service,0
1487,7,48.467439194681766,712.0569023378766,Two year,Mailed check,No,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,No,0
1488,4,96.51531608485469,4835.067319529484,One year,Electronic check,No,Female,0,No,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,1
1489,6,67.03472587131338,1939.8960549139397,Month-to-month,Credit card,Yes,Female,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No,No,1
1490,58,51.73540836002566,2185.7254689028928,Month-to-month,Electronic check,Yes,Male,1,Yes,Yes,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,No,0
1491,22,82.26260273619195,7005.945541240341,One year,Mailed check,No,Male,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Yes,0
1492,26,85.27597559761253,1003.1733902494976,One year,Credit card,No,Female,0,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,0
1493,3,96.93957768408022,4851.772071738044,Month-to-month,Electronic check,No,Female,1,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,No internet service,1
1494,41,35.67092957629191,3269.918726334172,Month-to-month,Electronic check,Yes,Female,1,No,No,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,No internet service,1
1495,60,94.15172523269902,1607.3247370792878,One year,Credit card,Yes,Male,0,Yes,No,No,No phone service,DSL,Yes,Yes,No internet service,No,No,No,No,0
1496,14,79.94283921104186,3670.1527945750336,One year,Credit card,Yes,Female,0,No,Yes,No,No phone service,No,No internet service,No,Yes,No,No internet service,No,Yes,0
1497,12,25.75718653027971,7529.865368138413,Month-to-month,Electronic check,No,Male,0,No,No,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,No,0
1498,12,97.7445628253411,6274.719388921362,Two year,Mailed check,Yes,Male,1,No,No,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No,No internet service,0
1499,13,58.30802813331851,1143.680070772969,One year,Credit card,Yes,Female,0,No,Yes,No,No,DSL,Yes,No,No internet service,No internet service,No,No,Yes,0
1500,25,53.038093432963755,6810.494943769413,Month-to-month,Bank transfer,Yes,Male,1,No,Yes,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Yes,0
1501,45,64.80751515816343,7505.780179000801,Month-to-month,Electronic check,Yes,Female,1,Yes,Yes,No,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,No,1
1502,19,54.61750773061291,2288.017818653437,Two year,Credit card,No,Female,0,No,No,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,No,0
1503,55,53.828559220990904,2734.0155945712468,One year,Credit card,No,Female,1,No,No,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Yes,0
1504,45,100.80776677006256,1097.8484203142343,Month-to-month,Electronic check,Yes,Female,1,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,No internet service,0
1505,8,32.45052543656922,2825.0268249317633,Two year,Electronic check,Yes,Male,1,Yes,Yes,No,No,DSL,No,No,No,No,Yes,No internet service,No internet service,0
1506,53,117.06000678574586,5417.812297402937,One year,Electronic check,No,Female,0,Yes,No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Yes,0
1507,55,75.49316443743433,2250.024619260515,Two year,Mailed check,No,Female,1,No,No,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,No,0
1508,32,38.29239984213129,153.91758505866795,Month-to-month,Bank transfer,Yes,Male,0,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Yes,0
1509,51,33.12154829316865,2774.5027163044247,Two year,Credit card,Yes,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,No,0
1510,44,79.15095321349825,3680.0748288529876,Month-to-month,Electronic check,Yes,Female,1,Yes,No,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,No internet service,0
